Sample_id,Field_ID,farms,Grid,pH [H2O],Classification ,Zr,Zr Error,Sr,Sr Error,Rb,Rb Error,Th,Th Error,Pb,Pb Error,As,As Error,Zn,Zn Error,Cu,Cu Error,Ni,Ni Error,Fe,Fe Error,Mn,Mn Error,Cr,Cr Error,V,V Error,Ti,Ti Error,Ca,Ca Error,K,K Error,S,S Error,Ba,Ba Error,Cs,Cs Error,Location_x,Location_y,,,,,,,,,,,,,
65,ahinsan 4b,ahinsan4,ksb28,6.99,Long_term,198.41,3.47,49.24,1.93,22.77,1.73,2,0.73,7.71,3.18,9.07,2.73,47.27,5.86,< LOD,12.57,< LOD,24.81,23320.19,175.91,169.2,34.5,58.11,12.95,90.95,21.3,4696.74,78.19,4757.98,103.21,3937.96,126.96,< LOD,171.04,< LOD,30.9,< LOD,2.04,655615,737324,,,,,,,,,,,,,
66,ahinsan 4c,ahinsan4,ksb28,6.69,Long_term,229.5,3.72,35.88,1.73,19.2,1.65,2.4,0.76,6.81,3.23,7.49,2.7,31.58,5.35,< LOD,12.6,39.2,17.37,28590.5,196.46,125.11,34.22,81.84,14.24,103.07,24.76,6071.45,92.44,3131.82,90.64,2972.19,119.59,< LOD,177.12,< LOD,30.53,< LOD,2.03,655644,737348,,,,,,,,,,,,,
67,ahinsan 5a,ahinsan5,ksb28,6.56,Long_term,167.03,3.27,30.1,1.63,62.15,2.55,1.73,0.77,14.65,3.59,6.64,2.92,52.44,6.12,< LOD,12.9,< LOD,26.02,29024.62,199.28,71.73,33.19,69.28,13.86,107.38,21.11,3847.85,74.94,3752.09,103.25,9954.03,197.93,< LOD,180.55,< LOD,30.98,< LOD,2.06,655694,737585,,,,,,,,,,,,,
68,ahinsan 5b,ahinsan5,ksb28,7.01,Long_term,202.25,3.74,37.3,1.86,38.1,2.22,2.99,0.87,18.05,3.98,14.18,3.41,58.64,6.68,16.85,9.39,< LOD,28.65,49161.92,272.19,202.06,41.14,129.82,17.58,127.23,26.73,4599.47,94.88,6849.52,147.65,5512.76,176.49,< LOD,234.64,< LOD,33.73,< LOD,2.22,655696,737584,,,,,,,,,,,,,
69,ahinsan 5c,ahinsan5,ksb28,6.22,Long_term,208.52,3.53,43,1.83,27.73,1.84,1.77,0.72,6.51,3.15,9.54,2.71,61.8,6.27,< LOD,12.62,< LOD,24.75,24081.27,178.61,290.6,37.6,61.05,13.23,101.69,21.06,4421.87,76.64,9213.99,140.71,3649.9,126.36,216.28,122.24,< LOD,30.16,< LOD,2,655648,737566,,,,,,,,,,,,,
70,ahinsan 6a,ahinsan6,ksb28,8.05,Long_term,163.67,3.28,92.48,2.53,38.22,2.08,2,0.75,13.13,3.46,< LOD,4.14,104.72,7.48,< LOD,12.74,< LOD,25.26,23017.25,176.05,179.4,34.88,51.25,12.82,101.26,19.75,3617.63,70.46,25733.88,228.86,5565.02,151.92,< LOD,195.45,< LOD,30.88,< LOD,2.05,655719,737653,,,,,,,,,,,,,
71,ahinsan 6b,ahinsan6,ksb28,7.75,Long_term,180.12,3.38,57.37,2.07,43.44,2.19,1.6,0.74,15.07,3.56,< LOD,4.18,69.63,6.58,13.71,8.57,< LOD,25.02,21931.75,172.37,139.73,34.07,52.04,12.44,87.98,19.53,3965.93,70.94,15258.32,173.53,6066.67,150.98,< LOD,172.6,< LOD,31.54,< LOD,2.08,655749,737636,,,,,,,,,,,,,
72,ahinsan 6c,ahinsan6,ksb28,7.55,Long_term,149.94,3.34,132.95,3.09,38.25,2.16,1.93,0.78,8.52,3.4,9.39,2.9,86.82,7.34,33.03,9.59,< LOD,26.7,27074.37,197.79,380.49,41.93,66.02,13.15,79.02,20.24,3604.08,73.04,34409.79,267.33,5899.09,159.54,< LOD,210.72,< LOD,33.35,< LOD,2.2,655762,737629,,,,,,,,,,,,,
73,airport 1a,airport1,ksb57,6.21,Long_term,270.87,4.15,20.08,1.48,20.85,1.77,4.42,0.89,18.39,3.89,< LOD,4.54,34.51,5.75,14.94,9.03,38.65,18.42,32431.97,217.75,76.7,35.32,90.76,14.95,124.62,25.54,5985.53,94.22,1948.5,76.99,2408.39,113.4,< LOD,185.41,84.45,22.34,3.87,1.46,656106,743936,,,,,,,,,,,,,
74,airport 1b,airport1,ksb57,7.62,Long_term,254.61,4.02,42.18,1.9,35.08,2.09,3.9,0.89,35.38,4.5,9.19,3.61,81.45,7.16,17.42,9.06,29.97,18.2,32022.29,214.3,114.26,35.94,97.09,14.82,121.82,25.17,5723.89,92.44,6810.29,130.78,4732.45,147.76,< LOD,192.17,< LOD,32.12,< LOD,2.11,656104,743951,,,,,,,,,,,,,
75,airport 1c,airport1,ksb57,7.97,Long_term,191.43,3.55,31.88,1.71,25.18,1.87,3.05,0.83,22.5,4.01,< LOD,4.7,60.97,6.56,15.05,8.91,31.77,18.02,32474.8,215.87,114.62,36.12,83.18,15.11,133.75,25.09,5343.74,91.06,6035.48,126.52,4225.86,144.27,< LOD,190.72,89.63,21.96,3.45,1.43,656111,743958,,,,,,,,,,,,,
76,airport 2a,airport2,ksb57,7.92,Long_term,192.21,3.55,43.11,1.9,25.62,1.86,3.17,0.83,27.16,4.15,9.28,3.39,116.66,8.02,20.53,9.06,36.43,17.96,27271.54,197.15,164.45,36.61,87.82,14.16,102,22.87,4852.13,83.64,11195.2,160.09,5071.48,149.2,< LOD,192.85,70.73,21.87,< LOD,2.14,656137,743927,,,,,,,,,,,,,
77,airport 2b,airport2,ksb57,6.8,Long_term,225.29,3.79,27.7,1.62,24.54,1.84,2.88,0.83,23.51,4.05,6.26,3.23,56.87,6.43,17.8,9.01,29.84,18.04,33025.98,217.33,136.75,36.44,89.33,15.27,136.95,26.52,6197.43,97.47,3806.41,103.17,3423.51,132.17,< LOD,193.03,< LOD,32.5,< LOD,2.13,656107,743929,,,,,,,,,,,,,
78,airport 2c,airport2,ksb57,5.27,Long_term,208.32,3.69,20.39,1.48,22.7,1.81,2.3,0.8,13.39,3.65,5.48,2.94,48.97,6.22,< LOD,13.2,< LOD,26.67,31808.16,215.24,100.98,35.76,86.62,14.98,112.32,24.85,5462.01,91.18,1542.99,71.96,2986.16,123.48,< LOD,179.99,< LOD,31.95,< LOD,2.1,656125,743911,,,,,,,,,,,,,
79,airport 3a,airport3,ksb57,5.59,Long_term,331.57,4.38,16.95,1.36,11.42,1.46,2.52,0.75,8.05,3.27,7.53,2.74,24.5,5.2,18.17,8.67,34.02,16.96,16489.45,150.89,314.81,38.42,50.72,11.89,98.96,23.47,7752.64,90.39,2547.65,71.96,1662.42,86.01,175.08,103.22,51.19,20.95,2.14,1.38,656562,743463,,,,,,,,,,,,,
80,airport 3b,airport3,ksb57,5.21,Long_term,287.7,4.11,15.51,1.33,11.76,1.45,2.42,0.75,7.19,3.22,8.6,2.75,24.28,5.14,< LOD,12.71,26.02,16.84,18171.18,158.47,256.07,37.12,54.85,12.29,106.52,23.97,7645.74,91.95,2677.66,75.51,1779.17,90.21,< LOD,158.01,< LOD,31.18,< LOD,2.05,656561,743477,,,,,,,,,,,,,
81,airport 3c,airport3,ksb57,5.5,Long_term,335,4.47,19.14,1.43,10.78,1.44,2.9,0.79,12.17,3.51,12.84,3.06,30.9,5.51,16.6,8.78,39.86,17.47,20947.61,172.14,340.53,40.08,67.52,13.15,116.45,26.35,8548.27,101.2,2875.84,81.07,1745.56,93.71,< LOD,159.81,84.68,21.44,4.02,1.4,656543,743490,,,,,,,,,,,,,
82,airport 4a,airport4,ksb53,6.39,Long_term,305.04,4.55,30.52,1.77,28.66,2.05,2.2,0.9,53.15,5.37,13.89,4.34,98.79,8.02,25.22,9.9,49.2,20.15,48075.12,275.08,651.6,52.44,227,19.14,170.29,31.25,7164.58,114.56,6321.29,140.55,2945.44,139,255.94,158.04,84.2,23.02,< LOD,2.24,655022,742968,,,,,,,,,,,,,
83,airport 4b,airport4,ksb53,6.88,Long_term,288.96,4.38,32.69,1.79,26.37,1.98,1.94,0.86,44.14,4.98,14.06,4.07,143.42,9.04,40.9,10.19,29.87,19.16,44776.58,261.65,557.67,49.28,221.11,18.17,156.47,29.68,6934.27,109.13,7537.85,147.13,3608.57,144.31,260.51,151.78,55.87,22.85,< LOD,2.23,655019,742974,,,,,,,,,,,,,
84,airport 4c,airport4,ksb53,7.49,Long_term,192.94,3.39,28.44,1.56,22.49,1.7,1.05,0.69,19.4,3.65,< LOD,4.17,60.68,6.22,15.65,8.36,29.31,16.4,12146.63,127.27,163.13,33.18,44.85,10.56,72.43,17.46,4206.45,64.4,9417.12,121.9,6195.08,132.81,194.34,98.73,106.35,21.32,2.13,1.38,655025,742973,,,,,,,,,,,,,
85,airport 5a,airport5,ksb53,8.1,Long_term,202.06,3.7,47.54,2.02,18.21,1.73,1.51,0.84,59.5,5.36,< LOD,6.22,214.36,10.37,29.74,9.67,46.83,18.94,40422.03,244.37,340.03,43.36,196.34,17.44,151.72,27.01,5286.58,96.48,16978.19,211.89,4637.76,158.75,264.83,155.16,77.77,22.99,< LOD,2.23,655020,742893,,,,,,,,,,,,,
86,airport 5b,airport5,ksb53,7.9,Long_term,218.51,4.02,70.54,2.48,22.13,1.91,1.62,0.89,51.2,5.35,6.67,4.17,250.75,11.58,41.64,10.64,71.1,20.97,53556.48,293.38,377.25,47.69,261.23,19.78,147.99,29.48,5727.53,106.52,22562.84,259.42,3951.47,161.56,267.44,174.47,81.75,23.61,< LOD,2.3,655027,742891,,,,,,,,,,,,,
87,airport 5c,airport5,ksb53,8.35,Long_term,215.48,3.88,57.01,2.2,19.97,1.8,1.74,0.86,54.88,5.31,< LOD,6.15,166.49,9.54,49,10.39,58.48,19.42,41190.53,250.65,535.09,48.77,241.81,18.09,134.31,27.12,5336.42,97.75,20230.08,230.89,4074.76,152.42,< LOD,227.49,143.32,23.47,5.03,1.52,655030,742893,,,,,,,,,,,,,
88,airport 6a,airport6,ksb53,6.51,Long_term,264.42,3.89,11.04,1.19,8.33,1.33,1.66,0.68,5.19,3.03,4.94,2.51,23.86,5.06,< LOD,12.31,< LOD,24.17,6035.79,91.55,91.13,30.86,< LOD,12.5,44.28,14.45,4246.27,55.13,3396.31,65.48,1952.08,72.46,< LOD,107.16,86.71,20.7,5.73,1.36,655336,742636,,,,,,,,,,,,,
89,airport 6b,airport6,ksb53,6.89,Long_term,223.78,3.52,10.01,1.13,5.6,1.21,1.22,0.64,6.15,2.97,< LOD,3.59,23.62,4.89,< LOD,11.71,< LOD,23.4,5105.12,82.4,140.42,31.13,< LOD,12.08,58.32,13.47,3537.27,50.05,3240.32,62.64,1224.67,61.08,144.87,71.43,49.93,20.45,2.78,1.35,655371,742631,,,,,,,,,,,,,
90,airport 6c,airport6,ksb53,6.86,Long_term,284.33,3.97,14.93,1.27,11.97,1.42,1.43,0.68,10.13,3.22,6.53,2.68,37.34,5.42,12.63,8.16,< LOD,23.91,8807.49,108.14,178.76,33.09,18.2,9.35,60.35,15.49,4113.47,58.06,4577.2,79.69,1969.48,77.84,201.44,84.14,44.99,20.56,2.5,1.35,655367,742613,,,,,,,,,,,,,
91,appiadu 1a,appiadu1,ksb22,7.22,Short_term,341.99,4.62,32.29,1.74,26.75,1.93,3.05,0.84,13.47,3.67,15.54,3.26,39.41,5.96,19.41,9.26,34.1,18.51,33049.22,220.14,480.09,45.4,83.49,14.64,135.58,27.1,7373.06,102.01,5309.49,116.4,3666.3,133.53,264.78,134.66,50.96,22.25,< LOD,2.18,661970,735540,,,,,,,,,,,,,
92,appiadu 1b,appiadu1,ksb22,6.69,Short_term,343.5,4.51,25.71,1.57,19.99,1.7,3.16,0.8,6.73,3.26,17.26,3.03,34.77,5.63,21.22,8.98,40.36,17.73,24839.82,186.55,434.37,42.38,73.7,13.52,135.52,25.08,6983.72,94.12,3960.71,95.72,2281.19,105.33,< LOD,169.35,35.82,21.55,< LOD,2.11,661948,735572,,,,,,,,,,,,,
93,appiadu 1c,appiadu1,ksb22,6.98,Short_term,257.91,4.11,139.14,3.13,35.18,2.09,2.44,0.79,7.73,3.34,14.37,3,43.56,5.96,< LOD,13.09,30.34,17.86,24387.99,186.32,460.07,43.12,55.68,12.82,108.29,23.26,6183.54,87.3,6794.89,120.99,5166.44,141.98,210.53,119.14,81.29,22.46,< LOD,2.18,661976,735545,,,,,,,,,,,,,
94,appiadu 2a,appiadu2,ksb22,6.29,Short_term,298.2,4.16,18.97,1.4,13.66,1.51,3.17,0.78,8.66,3.3,12.17,2.89,36.05,5.57,14.43,8.59,33.06,17.12,18994.01,161.29,462.53,41.84,31.69,11.89,106.87,23.46,7197.39,89.5,2781.96,77.04,2244.47,97.79,< LOD,149.22,37.04,21.49,< LOD,2.12,662143,735544,,,,,,,,,,,,,
95,appiadu 2b,appiadu2,ksb22,5.21,Short_term,303.99,4.28,17.17,1.39,16.62,1.64,3.62,0.81,7.04,3.29,17.44,3.06,36.31,5.69,14.41,8.75,27.56,17.45,20228.08,169.61,392.77,41.03,39.67,12.23,117.02,23.69,7223.55,90.18,1885.42,66.61,1992.6,94.66,< LOD,154.94,< LOD,31.68,< LOD,2.08,662123,735543,,,,,,,,,,,,,
96,appiadu 2c,appiadu2,ksb22,7.72,Short_term,301.66,4.3,26.35,1.6,17.03,1.65,2.33,0.77,10.93,3.5,12.19,3.04,59.59,6.44,< LOD,13.1,32.79,17.8,22828.4,181.05,345.72,40.7,74.14,13.17,124.6,25.13,7528.7,95.45,5794.35,111.41,3008.99,114.44,< LOD,168.81,40.3,21.42,< LOD,2.11,662120,735528,,,,,,,,,,,,,
97,appiadu 3a,appiadu3,ksb22,5.41,Short_term,345.43,4.46,21.89,1.46,12.76,1.48,3.12,0.78,8.31,3.3,20.94,3.14,29.92,5.39,17.33,8.71,< LOD,25.7,23882.73,180.57,275.79,37.86,63.69,13.27,115.87,26.39,8501.83,101.61,2599.28,78.74,1616.28,92.53,174.4,115.57,< LOD,31.22,< LOD,2.07,662532,735563,,,,,,,,,,,,,
98,appiadu 3b,appiadu3,ksb22,6.57,Short_term,366.67,4.6,21.36,1.46,11.48,1.45,3.29,0.79,6.7,3.24,17.01,3,28.54,5.35,16.66,8.74,< LOD,25.83,22163.6,174.91,425.66,41.36,49.16,12.59,111.72,25.61,8400.25,98.63,3105.35,82.4,1587.7,89.73,< LOD,156.51,< LOD,31.9,< LOD,2.1,662533,735562,,,,,,,,,,,,,
99,appiadu 3c,appiadu3,ksb22,7.55,Short_term,303.11,4.19,22.57,1.47,9.74,1.41,3.03,0.77,9.36,3.31,10.44,2.85,23.83,5.1,< LOD,12.49,< LOD,25,17789.96,155.87,310.94,38.16,48.81,12.23,105.35,22.98,6851.24,87.46,6464.21,111.18,1312.67,83.56,189.45,109.68,39.37,21.18,< LOD,2.08,662519,735565,,,,,,,,,,,,,
100,aputuogya 1a,aputuogya1,ksb6,6.64,Short_term,250.1,3.81,22.45,1.46,13.18,1.48,2.08,0.72,5.75,3.11,20.75,3.01,25.35,5.1,< LOD,12.42,< LOD,24.87,18894.85,159.13,331.28,38.34,35.75,12.25,98.35,22.04,5882.25,82.96,4184.92,93.47,2174,98.89,< LOD,156.02,< LOD,31.35,< LOD,2.07,657619,729737,,,,,,,,,,,,,
101,aputuogya 1b,aputuogya1,ksb6,5.94,Short_term,218.72,3.6,16.06,1.32,8.46,1.33,1.96,0.72,6.66,3.15,8.14,2.68,18.6,4.88,< LOD,12.51,44.28,17.05,19476.41,162.14,193.11,35.33,36.98,11.97,91.13,20.66,5257.82,77.27,2351.38,71.49,1780.39,89.7,159.4,104,43.7,20.97,< LOD,2.07,657629,729739,,,,,,,,,,,,,
102,aputuogya 1c,aputuogya1,ksb6,5.9,Short_term,267.46,3.96,25.05,1.52,11.15,1.41,2.32,0.74,8.75,3.26,16.81,3.01,19.7,4.96,< LOD,12.64,< LOD,24.93,21211.22,169.63,223.73,36.12,28.51,11.96,92.98,20.89,5067.61,77.36,2876.73,77.83,1472.69,85.06,< LOD,153.04,< LOD,31.26,< LOD,2.06,657615,729725,,,,,,,,,,,,,
103,aputuogya 2a,aputuogya2,ksb6,6.18,Short_term,202.07,3.4,16.12,1.29,8.73,1.3,1.53,0.67,< LOD,4.31,13.79,2.67,16.87,4.64,< LOD,11.83,< LOD,23.73,12158.09,125.68,115.95,31.12,< LOD,15.11,71.06,16.29,3657.77,59.6,2633.39,67.19,1572.49,77.56,177.2,90,< LOD,29.91,< LOD,1.98,657557,729706,,,,,,,,,,,,,
104,aputuogya 2b,aputuogya2,ksb6,5.55,Short_term,224.55,3.58,15.48,1.28,8.25,1.29,2.45,0.71,< LOD,4.39,15.23,2.74,15.21,4.63,< LOD,11.91,< LOD,24.1,12489.84,128.07,117.54,31.67,< LOD,15.6,71.23,17.71,4514.31,66.19,1853.13,58.93,1638.21,79.41,< LOD,130.92,< LOD,30.08,< LOD,1.99,657567,729725,,,,,,,,,,,,,
105,aputuogya 2c,aputuogya2,ksb6,6.23,Short_term,225.26,3.59,16.26,1.3,11.11,1.38,2.27,0.72,9.35,3.21,10.78,2.79,8.81,4.48,< LOD,11.99,< LOD,23.7,14976.21,140.3,170.35,33.14,< LOD,16.32,82.96,17.86,4073.12,65.45,1948.92,62.33,1656.53,82.59,< LOD,134.26,< LOD,30.21,< LOD,2,657583,729714,,,,,,,,,,,,,
106,aputuogya 3a,aputuogya3,ksb6,6.19,Short_term,221.49,3.58,13.08,1.24,6.94,1.26,1.55,0.68,6.44,3.07,8.81,2.65,8.2,4.38,< LOD,11.92,< LOD,23.65,9097.54,110.8,109.65,31.43,< LOD,13.98,51.65,15.07,3838.73,56.42,1672.61,51.18,1222.61,65.87,132.2,78.47,32.53,20.52,< LOD,2.03,657559,729783,,,,,,,,,,,,,
107,aputuogya 3b,aputuogya3,ksb6,7.3,Short_term,288.47,4.06,20.57,1.42,13,1.48,2.41,0.74,12.7,3.42,7.18,2.83,17.03,4.81,< LOD,12.5,33.71,16.74,16347.59,148.38,237.96,35.8,38.66,11.9,101.58,21.87,6274.42,82.79,3045.19,78.94,2117.86,94.52,< LOD,148.43,< LOD,31.04,< LOD,2.05,657581,729785,,,,,,,,,,,,,
108,aputuogya 3c,aputuogya3,ksb6,5.91,Short_term,241.38,3.71,13.97,1.25,9.14,1.36,1.56,0.68,6.86,3.11,9.65,2.69,11.76,4.54,< LOD,11.69,< LOD,24.26,10821.84,120.13,146.65,32.42,< LOD,14.88,66.79,17.65,4933.73,67,1919.01,58.45,1655.63,77.91,181.92,89.16,54.36,20.89,2.28,1.37,657575,729766,,,,,,,,,,,,,
109,asawase 1a,asawase1,ksb45,6.23,Short_term,282.39,4.05,16.9,1.35,15.53,1.56,1.61,0.71,7,3.17,19.55,3.03,25.38,5.16,13.72,8.53,< LOD,25,18690.8,159.52,350.64,38.89,27.73,11.33,101.03,21.57,6359.54,81.73,2782.4,74.74,2571.7,98.97,150.86,100.06,< LOD,30.81,< LOD,2.05,666777,739322,,,,,,,,,,,,,
110,asawase 1b,asawase1,ksb45,6.13,Short_term,268.08,3.95,15.99,1.33,17.44,1.6,1.59,0.7,4.97,3.07,18.28,2.94,20.95,5.03,< LOD,12.68,< LOD,25.09,16441.56,149.65,363.37,39.13,45.63,11.35,81.83,20.78,6093.12,79.28,2826.62,74.44,2594.98,98.33,< LOD,139.7,46,21.23,< LOD,2.09,666752,739313,,,,,,,,,,,,,
111,asawase 1c,asawase1,ksb45,5.95,Short_term,245.96,3.83,17.1,1.36,19.45,1.67,1.93,0.73,8.55,3.28,15.58,2.98,22.02,5.08,22.07,8.79,< LOD,25.22,18840.09,160.96,399.6,40.58,61.21,11.86,95.43,21.62,6441.81,82.3,2647.6,73.78,2791.35,102.64,< LOD,149,41.4,21.27,< LOD,2.1,666772,739306,,,,,,,,,,,,,
112,asawase 2a,asawase2,ksb45,6.25,Short_term,309.02,4.2,19.22,1.39,18,1.61,2.48,0.75,9.22,3.26,18.03,3.04,20.58,5.05,17.78,8.6,< LOD,24.53,20032.75,164.42,460.57,41.39,44.1,12.02,119.19,23.32,7032.44,88.3,3359.27,83.08,2189.1,96.84,< LOD,154.89,< LOD,31.1,< LOD,2.07,666721,739365,,,,,,,,,,,,,
113,asawase 2b,asawase2,ksb45,6.41,Short_term,286.01,3.97,18.31,1.35,15.74,1.51,1.98,0.7,6.6,3.07,13.21,2.77,23.85,4.95,< LOD,11.98,< LOD,24.01,11806.7,124.53,351.55,37.38,20.87,10.24,82.25,19.25,5941.58,73.47,2496.12,65.57,1882.57,82.32,< LOD,131.79,< LOD,30.46,< LOD,2.02,666717,739373,,,,,,,,,,,,,
114,asawase 2c,asawase2,ksb45,6.21,Short_term,256.88,3.72,11.83,1.18,11.7,1.37,1.22,0.65,< LOD,4.3,9.68,2.53,14.05,4.5,< LOD,11.76,< LOD,23.09,9254.59,108.72,213.49,33.09,< LOD,13.97,85.42,17.89,5934.99,68.45,1830.63,53.74,1618.08,72.74,< LOD,119.21,< LOD,29.98,< LOD,2,666711,739368,,,,,,,,,,,,,
115,asawase 3a,asawase3,ksb45,6.87,Short_term,221.12,3.55,12.69,1.22,12.14,1.42,1.49,0.68,< LOD,4.44,14.96,2.76,17.01,4.72,16.82,8.34,< LOD,23.9,14188.67,136.55,438.25,39.72,49.5,10.85,81.19,19.38,5740.08,73.75,2512.88,67.12,1817.03,82.96,< LOD,129.37,< LOD,30.99,< LOD,2.05,666646,739368,,,,,,,,,,,,,
116,asawase 3b,asawase3,ksb45,5.6,Short_term,315.31,4.13,14.96,1.26,11.98,1.4,2.68,0.72,7.49,3.11,5.39,2.55,22.05,4.87,< LOD,11.93,< LOD,23.5,8989.29,108.43,201.98,33.18,19.35,9.71,67.81,19.04,6870.28,74.58,1996.98,56.86,1397.66,71.11,< LOD,118.22,< LOD,30.48,< LOD,2.02,666624,739384,,,,,,,,,,,,,
117,asawase 3c,asawase3,ksb45,5.84,Short_term,286.18,3.96,13.19,1.23,13.25,1.43,2.49,0.72,6.23,3.05,11.59,2.71,21.72,4.87,< LOD,12.07,< LOD,23.68,10072.19,115.03,306.86,36.17,< LOD,14.65,76.49,18.88,6440.68,73.2,1728.16,54.47,1577.93,74.94,< LOD,123.58,< LOD,29.9,< LOD,1.98,666615,739363,,,,,,,,,,,,,
118,asokwa 1a,asokwa1,ksb24,8.22,Long_term,169.99,3.2,29.96,1.58,19.92,1.62,2.36,0.73,13.2,3.38,4.62,2.71,61.26,6.2,< LOD,12.2,< LOD,24.06,14879.39,139.47,88.29,31.24,36.52,10.79,65.38,16.45,3594.16,60.45,7582.54,112.66,4287.76,116.69,< LOD,141.91,< LOD,30.59,< LOD,2.02,654665,737017,,,,,,,,,,,,,
119,asokwa 1b,asokwa1,ksb24,7.53,Long_term,161.53,3.16,40.74,1.78,16.57,1.54,1.94,0.72,15.07,3.46,4.19,2.77,192.98,9.3,< LOD,11.96,< LOD,23.86,14767.62,139.89,145.89,32.78,< LOD,15.61,60.7,15.77,3074.45,57.06,11006.5,133.41,3270.42,105.41,203.42,101.18,< LOD,30.69,< LOD,2.02,654659,737016,,,,,,,,,,,,,
120,asokwa 1c,asokwa1,ksb24,8.02,Long_term,313.26,4.39,115.71,2.85,36.92,2.13,4.29,0.87,24.18,4.01,9.24,3.28,168.1,9.08,21.08,9.02,< LOD,26.01,25691.2,188.78,193.95,35.95,61.5,13.16,108.7,22.67,5289.63,83.72,21511.05,210.26,5034.35,145.65,256.83,134.27,< LOD,30.38,< LOD,2.01,654662,737018,,,,,,,,,,,,,
121,asokwa 2a,asokwa2,ksb24,6.815,Long_term,190.4,3.6,57.24,2.16,28.05,1.95,2.04,0.83,32.69,4.44,9.93,3.6,209.94,10.23,29.18,9.65,28.65,18.98,42058.62,247.79,201.79,39.51,105.37,15.83,149.28,25.57,5067.59,91.48,9630.82,159.88,3823.77,143.18,252.66,145.17,< LOD,32.91,< LOD,2.16,654681,736160,,,,,,,,,,,,,
122,asokwa 2b,asokwa2,ksb24,7.201,Long_term,165.25,3.36,42.5,1.9,28.17,1.92,2.38,0.82,24.66,4.11,12.69,3.44,194.62,9.83,37.65,9.73,< LOD,27.33,36260.11,228.44,230.5,39.03,53.21,14.27,131.47,23.51,4620.19,84.26,9499.68,153.4,4055.81,141.09,< LOD,192.3,< LOD,32.31,< LOD,2.14,654686,736167,,,,,,,,,,,,,
123,asokwa 2c,asokwa2,ksb24,7.04,Long_term,183.4,3.4,27.34,1.58,23.18,1.78,1.73,0.75,17.84,3.69,11.2,3.13,82.24,7.03,22.56,8.93,< LOD,25.87,25257.42,186.42,196.96,36.26,35.59,12.56,101.31,20.65,4323.01,74.85,6948.08,121.71,4094.61,128.96,< LOD,173.59,< LOD,32.25,< LOD,2.12,654695,736177,,,,,,,,,,,,,
124,asokwa 3a,asokwa3,ksb24,7.518,Long_term,249.29,4.04,69.47,2.33,16.69,1.66,3.58,0.87,39.68,4.67,10.43,3.77,144.33,8.83,61.18,10.34,47.55,18.49,27773.44,201.28,259.7,39.54,66.43,13.84,116.63,25.65,6588.32,95.84,15460.08,183.89,3025.26,122.48,291.07,136.68,127.22,22.35,< LOD,2.15,654191,736156,,,,,,,,,,,,,
125,asokwa 3b,asokwa3,ksb24,6.969,Long_term,300.84,4.24,30.3,1.65,14.65,1.55,3.42,0.82,17.04,3.71,6.41,3.01,58.15,6.38,19.93,8.94,33.68,17.77,27922.65,197.11,279.16,38.86,69.85,14.09,143.22,27.09,7669.6,101.96,4775.42,107.61,2456.59,111.95,< LOD,180.9,< LOD,31.92,< LOD,2.1,654173,736167,,,,,,,,,,,,,
126,asokwa 3c,asokwa3,ksb24,7.314,Long_term,263.55,4.04,38.71,1.82,14.94,1.58,3.36,0.82,11.25,3.5,9.13,2.95,76.36,6.92,24.79,9.13,38.55,17.87,28332.47,200.05,344.94,40.86,78.53,14.16,134.8,27.15,7812.04,102.7,7600.65,132.41,2490.48,113.22,< LOD,180.47,< LOD,32.24,< LOD,2.12,654164,736159,,,,,,,,,,,,,
127,asokwa 4a,asokwa4,ksb19,7.357,Long_term,203.58,3.65,56.19,2.12,24.75,1.85,2.13,0.81,37.25,4.53,8.9,3.63,228.94,10.44,26.82,9.35,31.93,18.22,29530.24,205.34,207.6,37.67,63.95,13.56,96.38,22.63,5034.7,83.75,14650.23,179.87,4100.07,136.76,265.75,133.75,< LOD,32.08,< LOD,2.11,654633,736147,,,,,,,,,,,,,
128,asokwa 4b,asokwa4,ksb19,6.718,Long_term,225.54,3.74,49.28,1.97,20.59,1.71,1.76,0.75,16.31,3.67,8.37,3.03,149.97,8.67,24.94,9.01,< LOD,25.84,26988.23,193.2,321.18,39.55,81.05,13.78,106.81,23.94,5751.9,88.72,10585.18,152.09,3858.97,131.15,200.27,125.83,< LOD,31.49,< LOD,2.07,654656,736154,,,,,,,,,,,,,
129,asokwa 4c,asokwa4,ksb19,7.851,Long_term,195.24,3.51,56.63,2.07,23.96,1.78,2.1,0.77,23.93,3.93,10.29,3.25,445.91,13.66,24.57,8.96,< LOD,25.51,22877.89,177.17,409.79,40.96,61.97,12.75,92.24,19.87,3941.95,71.82,17284.56,185.69,5904.9,151.33,206.74,124.8,< LOD,31.92,< LOD,2.1,654671,736148,,,,,,,,,,,,,
130,asokwa 5a,asokwa5,ksb19,6.977,Long_term,142.1,2.97,31.58,1.61,20.65,1.64,< LOD,0.96,6.01,3.03,< LOD,3.61,72.79,6.5,< LOD,11.97,< LOD,24.17,11939.26,125.3,151.6,32.66,< LOD,14.4,70.63,16.43,3576.52,59.4,2828.52,72.63,7492.33,140.42,136.47,88.92,127.99,21.65,< LOD,2.08,654073,735738,,,,,,,,,,,,,
